ImpressionID,UserID,SessionID,AdID,AdCategory,Timestamp,Device,OS,Browser,Location,PageID,Referrer,ImpressionCost,ClickID,ClickPosition,ClickCost
imp341,user96,sess169,ad9,Entertainment,2023-05-07 02:42:11,Desktop,Windows,Edge,France,page5,Facebook,0.8928362109453253,click341,Header,0.4141866367849021
imp342,user46,sess104,ad10,Electronics,2023-10-23 19:00:38,Tablet,macOS,Chrome,France,page93,LinkedIn,0.5397042504531615,click342,Header,1.640491776965748
imp343,user66,sess41,ad35,Apparel,2023-09-28 06:48:20,Mobile,macOS,Firefox,Germany,page38,Google,0.7363489561955726,click343,Popup,1.8290060888839932
imp344,user12,sess190,ad1,Electronics,2023-09-17 05:59:27,Tablet,Android,Opera,Japan,page89,Direct,1.0553639706620261,click344,Banner,0.19329533016368067
imp345,user56,sess100,ad46,Entertainment,2023-05-16 09:43:13,Mobile,macOS,Edge,Australia,page34,Twitter,0.22856000407012425,click345,Header,1.3480731090290128
imp346,user14,sess30,ad40,Services,2023-03-23 21:04:50,Tablet,Linux,Safari,France,page75,Direct,0.5059575364160284,click346,Sidebar,0.7723990778702912
imp347,user63,sess133,ad15,Entertainment,2023-08-06 08:22:09,Mobile,macOS,Chrome,Germany,page10,Twitter,0.14916859415329026,click347,Footer,0.5914564764604963
imp348,user81,sess22,ad28,Electronics,2023-01-31 15:21:17,Tablet,Linux,Opera,USA,page51,Google,1.4450550193337768,click348,Banner,1.7996270585298375
imp349,user98,sess158,ad42,Electronics,2023-07-22 23:57:09,Mobile,Linux,Chrome,France,page35,Facebook,1.1419315915204857,click349,Sidebar,1.380796709521351
imp350,user83,sess78,ad44,Entertainment,2023-09-09 07:11:22,Desktop,iOS,Chrome,Germany,page85,Direct,0.646756496989164,click350,Header,1.694608186059503
imp351,user42,sess37,ad14,Education,2023-09-22 01:41:37,Mobile,macOS,Safari,Germany,page70,Google,0.5742761965672268,click351,Popup,1.404723993741418
imp352,user7,sess151,ad11,Education,2023-05-02 15:24:21,Tablet,Linux,Safari,Australia,page75,Direct,1.2053266727505954,click352,Popup,1.635069233887706
imp353,user57,sess49,ad22,Electronics,2023-06-15 15:31:50,Mobile,macOS,Edge,Germany,page93,Facebook,0.063515770226529,click353,Header,1.8568733733731413
imp354,user46,sess45,ad21,Apparel,2023-01-28 04:46:45,Desktop,iOS,Opera,China,page76,Direct,1.2251857784227524,click354,Banner,0.012621473489212297
imp355,user22,sess105,ad3,Education,2023-08-31 07:55:26,Desktop,Windows,Opera,Japan,page92,LinkedIn,1.4937052851463095,click355,Popup,0.3469448144260222
imp356,user36,sess78,ad25,Services,2023-09-16 02:46:47,Desktop,macOS,Edge,Germany,page40,Twitter,1.3222141121644404,click356,Popup,0.3815611356461729
imp357,user47,sess189,ad39,Apparel,2023-03-03 08:27:44,Mobile,Android,Chrome,China,page76,Google,0.2803579155174434,click357,Footer,1.670087413304075
imp358,user51,sess89,ad4,Apparel,2023-01-02 16:13:35,Tablet,macOS,Firefox,Japan,page33,LinkedIn,0.13721363414918591,click358,Banner,1.568822424195818
imp359,user43,sess187,ad45,Health,2023-05-13 14:16:27,Tablet,Android,Chrome,Spain,page11,Google,1.0813058876555188,click359,Header,1.7742875020164641
imp360,user46,sess138,ad7,Services,2023-05-29 09:47:13,Desktop,Windows,Edge,China,page92,LinkedIn,0.5013998509343978,click360,Popup,1.064794730845356
imp361,user2,sess56,ad7,Services,2023-04-06 02:45:18,Desktop,Linux,Chrome,USA,page47,Direct,0.2039373098597588,click361,Footer,1.0575445278853155
imp362,user5,sess165,ad19,Apparel,2023-12-14 03:58:59,Mobile,iOS,Edge,France,page82,Twitter,1.0375550223477417,click362,Header,0.28710875460700136
imp363,user21,sess161,ad41,Apparel,2023-11-30 12:09:18,Tablet,Linux,Firefox,China,page34,LinkedIn,1.2722430401779075,click363,Sidebar,0.24403712087443952
imp364,user23,sess153,ad16,Education,2023-06-29 23:50:18,Desktop,Android,Edge,France,page51,LinkedIn,1.1127706342126695,click364,Header,0.02669851599378368
imp365,user13,sess23,ad10,Services,2023-01-02 05:39:18,Tablet,Android,Safari,Germany,page83,Direct,0.8890734407142993,click365,Sidebar,1.7032638913180644
imp366,user76,sess169,ad16,Health,2023-07-12 06:39:25,Tablet,iOS,Opera,Canada,page98,Twitter,1.4996244520492097,click366,Header,1.5311150236889168
imp367,user44,sess38,ad34,Entertainment,2023-08-02 17:49:06,Mobile,iOS,Chrome,China,page16,Google,0.9037311591708375,click367,Footer,0.3544668724433083
imp368,user17,sess72,ad7,Services,2023-10-15 13:28:08,Desktop,Linux,Chrome,Australia,page11,LinkedIn,1.4472800359271867,click368,Popup,1.9124368114175105
imp369,user34,sess34,ad8,Electronics,2023-04-23 19:54:46,Mobile,iOS,Edge,UK,page7,Google,1.0287863594907347,click369,Popup,0.14663830941770722
imp370,user84,sess95,ad27,Entertainment,2023-03-17 10:55:14,Tablet,Android,Edge,India,page83,LinkedIn,0.883352641949561,click370,Banner,1.4279094341282605
imp371,user35,sess24,ad31,Entertainment,2023-10-06 01:38:50,Tablet,iOS,Opera,France,page30,LinkedIn,0.2286441401004636,click371,Banner,1.0294467272664976
imp372,user66,sess34,ad30,Electronics,2023-07-27 03:24:53,Desktop,Linux,Chrome,France,page22,Direct,0.8739895387261093,click372,Footer,1.6268355020869403
imp373,user48,sess89,ad11,Electronics,2023-01-15 11:39:12,Tablet,Linux,Opera,Germany,page97,Facebook,0.6167361283837922,click373,Footer,0.801357576359941
imp374,user82,sess73,ad26,Health,2023-06-19 13:19:36,Mobile,Windows,Opera,China,page8,LinkedIn,1.4403731879222463,click374,Sidebar,0.40890855732908993
imp375,user14,sess47,ad9,Apparel,2023-11-24 20:45:33,Tablet,iOS,Opera,Germany,page40,LinkedIn,0.32080181097166166,click375,Sidebar,1.1708145880687109
imp376,user70,sess88,ad29,Health,2023-11-22 23:51:31,Mobile,Linux,Chrome,India,page24,Facebook,1.3958461699185705,click376,Popup,1.2085641790940245
imp377,user29,sess104,ad3,Electronics,2023-07-13 15:54:18,Desktop,Windows,Edge,France,page43,Facebook,0.22472545722587656,click377,Banner,0.9270548462950804
imp378,user33,sess34,ad25,Entertainment,2023-04-09 21:27:48,Tablet,macOS,Chrome,UK,page22,Direct,0.7201351878690461,click378,Header,1.4118157506344802
imp379,user77,sess197,ad31,Electronics,2023-10-09 05:33:34,Tablet,iOS,Edge,China,page56,Google,0.110704250998101,click379,Header,1.5570478107095866
imp380,user96,sess42,ad33,Electronics,2023-09-29 07:36:58,Tablet,Windows,Edge,USA,page73,Facebook,0.20084403391394456,click380,Header,0.2493509867885255
imp381,user99,sess34,ad20,Apparel,2023-12-17 08:06:56,Desktop,Windows,Opera,France,page21,Google,1.3853730976468663,click381,Header,1.7276934383749236
imp382,user84,sess111,ad11,Entertainment,2023-08-15 22:45:27,Mobile,iOS,Edge,Germany,page33,Google,0.1996927852719204,click382,Sidebar,1.2762098918013711
imp383,user22,sess150,ad21,Electronics,2023-10-11 11:54:34,Mobile,macOS,Safari,Germany,page9,Direct,1.3592023115230127,click383,Banner,0.5255471042137093
imp384,user25,sess6,ad38,Electronics,2023-06-16 08:49:59,Desktop,Linux,Firefox,China,page64,Direct,0.4939872200084481,click384,Header,1.4567046547801628
imp385,user15,sess17,ad41,Electronics,2023-10-27 15:28:15,Mobile,Linux,Firefox,Spain,page4,Direct,1.3136244658527705,click385,Footer,0.6061628342613709
imp386,user74,sess132,ad26,Health,2023-04-04 12:48:27,Mobile,macOS,Opera,USA,page78,Twitter,0.8323541212478633,click386,Sidebar,1.5480229315593892
imp387,user4,sess82,ad14,Apparel,2023-10-07 04:11:47,Desktop,Windows,Opera,Australia,page89,Facebook,0.8290790365171307,click387,Header,1.9353821719779816
imp388,user60,sess103,ad48,Entertainment,2023-03-20 09:57:56,Mobile,Android,Opera,Australia,page63,Direct,0.8405670854675262,click388,Header,1.082344698724668
imp389,user71,sess81,ad20,Services,2023-03-10 12:21:46,Desktop,Android,Chrome,China,page6,Direct,1.1464434599027815,click389,Header,1.942450523789387
imp390,user86,sess43,ad9,Education,2023-04-12 22:02:22,Mobile,Android,Firefox,France,page13,Direct,0.35936292327967945,click390,Footer,1.2301624178081987
imp391,user96,sess184,ad14,Apparel,2023-07-09 20:40:24,Tablet,macOS,Firefox,Japan,page10,Google,0.7813233443417482,click391,Footer,1.6356742257098829
imp392,user19,sess193,ad27,Apparel,2023-08-11 02:10:35,Tablet,Android,Firefox,India,page81,Google,1.2552248769673364,click392,Sidebar,0.354277229546138
imp393,user16,sess121,ad45,Entertainment,2023-02-10 19:44:10,Desktop,Windows,Firefox,UK,page1,LinkedIn,0.2321454523448999,click393,Sidebar,0.9023384230908041
imp394,user11,sess31,ad50,Education,2023-05-06 18:11:55,Mobile,macOS,Safari,France,page47,Twitter,0.469911132761312,click394,Header,0.7020676981339704
imp395,user98,sess38,ad5,Health,2023-12-13 02:45:53,Tablet,Android,Firefox,Canada,page63,Facebook,0.29330423546344214,click395,Footer,0.5549024845255468
imp396,user57,sess191,ad40,Education,2023-06-10 03:01:30,Desktop,Android,Opera,India,page92,Direct,0.38702864979251145,click396,Header,0.5354565132640762
imp397,user92,sess92,ad43,Services,2023-08-11 12:56:18,Mobile,Windows,Firefox,India,page88,Direct,1.083945172779119,click397,Popup,1.4621800432288024
imp398,user43,sess174,ad23,Apparel,2023-08-27 19:31:27,Tablet,macOS,Safari,Spain,page75,Facebook,1.4093521263994513,click398,Banner,1.1171657774468362
imp399,user51,sess199,ad1,Health,2023-08-04 07:43:02,Mobile,iOS,Chrome,Germany,page40,LinkedIn,0.17772657195700303,click399,Footer,0.3129521540885223
imp400,user90,sess100,ad30,Education,2023-06-19 06:34:35,Mobile,Windows,Chrome,India,page85,LinkedIn,0.3465570551455095,click400,Sidebar,0.046302290102899775
imp401,user42,sess125,ad45,Apparel,2023-09-11 22:27:35,Mobile,Windows,Opera,USA,page27,Facebook,0.9589422406585066,click401,Footer,0.09033143226137297
imp402,user83,sess92,ad7,Electronics,2023-02-24 07:14:22,Desktop,Windows,Chrome,USA,page45,Google,0.8172675115524602,click402,Header,1.464352405366665
imp403,user95,sess86,ad27,Services,2023-01-25 10:27:48,Desktop,Linux,Safari,USA,page78,Google,0.5977176161850765,click403,Header,0.6815424513059765
imp404,user19,sess19,ad45,Health,2023-07-25 12:03:10,Mobile,Linux,Firefox,Canada,page24,Facebook,0.3580008649431345,click404,Popup,1.381579879252631
imp405,user94,sess85,ad45,Electronics,2023-04-16 05:35:20,Tablet,iOS,Firefox,Germany,page38,Facebook,0.030161096561692545,click405,Header,1.8065845716312292
imp406,user3,sess104,ad8,Health,2023-12-13 05:32:07,Desktop,Windows,Edge,France,page43,Facebook,0.500817009236312,click406,Header,1.3355819715327866
imp407,user45,sess74,ad25,Apparel,2023-05-06 16:40:35,Tablet,Android,Edge,Australia,page99,Direct,1.2158766454629581,click407,Sidebar,1.7352850810919473
imp408,user43,sess131,ad35,Services,2023-04-03 12:35:53,Mobile,Linux,Edge,Spain,page71,Facebook,1.1910789085028461,click408,Popup,0.2534817169243184
imp409,user78,sess58,ad37,Apparel,2023-10-04 11:38:48,Mobile,Windows,Firefox,France,page64,Facebook,1.4064430406641568,click409,Sidebar,1.0141480509814949
imp410,user66,sess11,ad35,Services,2023-09-06 15:39:03,Desktop,macOS,Firefox,UK,page38,Direct,1.3039946955999806,click410,Header,0.1544733742308358
imp411,user9,sess94,ad45,Apparel,2023-03-26 13:54:07,Tablet,iOS,Chrome,USA,page61,Facebook,0.33603625832669726,click411,Banner,0.44714739602262416
imp412,user19,sess135,ad4,Services,2023-03-30 18:47:53,Mobile,iOS,Edge,UK,page84,Google,1.4093454479240968,click412,Header,0.23514854107668948
imp413,user9,sess82,ad2,Entertainment,2023-02-11 01:40:06,Tablet,macOS,Chrome,Spain,page90,Direct,1.274690614925643,click413,Header,1.630625640642739
imp414,user55,sess188,ad50,Apparel,2023-03-27 06:14:06,Tablet,macOS,Chrome,China,page81,Google,1.0909332701754195,click414,Popup,0.9123591375950274
imp415,user75,sess184,ad24,Apparel,2023-07-24 21:36:53,Tablet,macOS,Safari,Canada,page8,Facebook,1.1425074409028495,click415,Sidebar,1.8117156506850505
imp416,user34,sess110,ad50,Services,2023-04-29 00:38:28,Tablet,iOS,Edge,USA,page27,Facebook,0.7601037986314809,click416,Header,1.1222256902631615
imp417,user6,sess65,ad4,Entertainment,2023-11-25 03:30:05,Tablet,Windows,Chrome,Germany,page62,LinkedIn,0.5633144822190812,click417,Header,1.3087391394185441
imp418,user68,sess199,ad10,Education,2023-12-17 14:38:26,Mobile,Windows,Safari,UK,page29,LinkedIn,0.4462512602270982,click418,Footer,1.9054788243206897
imp419,user13,sess199,ad19,Health,2023-05-19 16:15:35,Mobile,Linux,Opera,UK,page34,LinkedIn,0.8220612558163894,click419,Sidebar,1.1108395446808177
imp420,user8,sess173,ad50,Electronics,2023-12-29 00:33:08,Desktop,Android,Firefox,Japan,page45,Twitter,0.734761554971294,click420,Sidebar,1.6302997351064679
imp421,user46,sess52,ad30,Health,2023-06-16 03:06:47,Tablet,iOS,Edge,India,page19,Direct,0.25726228485189606,click421,Banner,1.4357972361130202
imp422,user27,sess173,ad32,Entertainment,2023-11-06 22:31:15,Tablet,Linux,Safari,Germany,page15,Google,0.12641899905491544,click422,Footer,1.803059052697193
imp423,user32,sess14,ad17,Entertainment,2023-09-27 23:09:22,Tablet,Linux,Opera,Spain,page91,Facebook,0.8587924433161572,click423,Sidebar,0.718891625771376
imp424,user32,sess23,ad28,Education,2023-05-06 09:45:52,Tablet,iOS,Opera,France,page63,Google,1.03632228170736,click424,Popup,0.3432560686815041
imp425,user60,sess147,ad21,Health,2023-10-11 00:00:26,Tablet,macOS,Chrome,Spain,page77,Direct,0.36241979622705023,click425,Banner,0.6090463220115012
imp426,user81,sess191,ad1,Education,2023-01-12 07:19:39,Desktop,Android,Safari,Japan,page90,Direct,1.2413220267524228,click426,Sidebar,0.6456238512953083
imp427,user16,sess117,ad24,Health,2023-01-13 11:26:16,Tablet,Linux,Firefox,China,page13,Twitter,1.1572827309108382,click427,Banner,0.8574864746084883
imp428,user74,sess76,ad41,Education,2023-09-30 21:06:37,Mobile,macOS,Firefox,UK,page42,LinkedIn,1.4670638795893192,click428,Header,1.3075088810289786
imp429,user100,sess132,ad40,Electronics,2023-08-25 04:01:39,Tablet,iOS,Safari,Canada,page53,Twitter,0.5838542556006783,click429,Sidebar,1.5901211504038089
imp430,user30,sess197,ad50,Health,2023-10-29 07:51:51,Tablet,Linux,Safari,France,page81,Twitter,0.1119660336198172,click430,Sidebar,0.6111954279950887
imp431,user66,sess172,ad34,Education,2023-07-12 23:38:14,Desktop,iOS,Opera,Canada,page41,Facebook,1.1440979438473178,click431,Banner,1.4918614676855824
imp432,user73,sess92,ad22,Apparel,2023-02-06 06:19:05,Tablet,macOS,Opera,UK,page57,Direct,0.2929849282288725,click432,Banner,0.9142478738890184
imp433,user64,sess145,ad12,Apparel,2023-09-13 18:52:07,Tablet,Linux,Opera,UK,page8,Facebook,1.1618976686254157,click433,Footer,0.1555172576226641
imp434,user69,sess4,ad44,Apparel,2023-12-22 20:17:31,Tablet,Android,Opera,UK,page37,Google,0.42538541008903763,click434,Sidebar,0.4517639380008879
imp435,user45,sess18,ad39,Services,2023-11-08 16:33:46,Desktop,iOS,Opera,China,page55,Facebook,0.13089913183373508,click435,Banner,0.7638039186112207
imp436,user5,sess118,ad8,Education,2023-03-19 13:08:06,Tablet,Android,Chrome,USA,page50,Direct,1.1568460789450759,click436,Banner,1.5120028190410923
imp437,user63,sess36,ad34,Electronics,2023-02-09 21:41:47,Mobile,Android,Safari,France,page45,LinkedIn,0.07572019843034501,click437,Header,1.4087223343624147
imp438,user2,sess69,ad23,Apparel,2023-11-16 11:56:20,Desktop,macOS,Opera,India,page40,Twitter,0.7594521508578486,click438,Header,1.344981061362853
imp439,user9,sess139,ad38,Apparel,2023-11-30 02:31:52,Tablet,Linux,Safari,France,page98,Google,1.3253178153578087,click439,Header,1.7648678635204427
imp440,user90,sess134,ad20,Health,2023-02-04 00:27:11,Mobile,Windows,Firefox,Australia,page39,Direct,0.18950862415028083,click440,Popup,0.4061331176245051
imp441,user43,sess186,ad26,Electronics,2023-08-04 04:57:18,Tablet,iOS,Edge,China,page66,Facebook,0.14886974445731027,click441,Popup,0.06709849036664875
imp442,user48,sess31,ad16,Apparel,2023-02-20 22:17:36,Mobile,Windows,Chrome,Germany,page75,Twitter,0.552317544968008,click442,Popup,0.884205982092325
imp443,user3,sess41,ad32,Electronics,2023-06-09 19:49:13,Tablet,iOS,Safari,China,page94,Facebook,0.5350245053756951,click443,Header,0.9415831703036801
imp444,user95,sess107,ad27,Services,2023-01-12 23:40:46,Desktop,Android,Opera,Canada,page99,Facebook,0.46959330601744576,click444,Popup,0.4359710803368433
imp445,user77,sess25,ad36,Services,2023-05-22 17:57:45,Desktop,Linux,Opera,China,page84,Google,1.053090218908847,click445,Footer,1.5147908347170385
imp446,user20,sess156,ad2,Apparel,2023-01-06 08:39:51,Mobile,Windows,Safari,China,page28,Facebook,0.4863408222159954,click446,Footer,1.4938855321315438
imp447,user32,sess107,ad41,Electronics,2023-11-23 02:14:44,Mobile,iOS,Opera,India,page62,Google,1.3023130141401777,click447,Header,0.6123950561314854
imp448,user31,sess167,ad34,Services,2023-02-07 01:48:10,Tablet,Windows,Chrome,France,page59,Twitter,1.3893083696199058,click448,Popup,0.8085662070647638
imp449,user7,sess142,ad10,Services,2023-09-25 10:22:13,Desktop,Android,Safari,Germany,page49,Direct,0.04798296758011693,click449,Banner,1.139620378962656
imp450,user69,sess40,ad25,Apparel,2023-02-13 06:03:38,Tablet,Android,Opera,Canada,page87,Direct,1.3158542178915102,click450,Popup,0.021366865549194307
imp451,user79,sess133,ad6,Health,2023-12-27 09:05:26,Tablet,macOS,Chrome,USA,page79,Twitter,0.1789763774618068,click451,Sidebar,1.1040554336476849
imp452,user68,sess68,ad49,Education,2023-05-14 01:58:46,Tablet,Linux,Opera,USA,page74,Facebook,0.5509536251174924,click452,Popup,1.9679662149718284
imp453,user93,sess128,ad1,Entertainment,2023-04-04 08:34:26,Desktop,Linux,Opera,France,page91,Google,0.5822559311534721,click453,Banner,0.3254832698878712
imp454,user73,sess35,ad20,Electronics,2023-10-18 04:10:18,Mobile,Windows,Safari,India,page12,Twitter,1.0916179617263362,click454,Header,0.999771736262409
imp455,user41,sess85,ad47,Entertainment,2023-10-03 15:02:04,Desktop,Android,Opera,China,page94,Direct,1.4276745436181393,click455,Popup,1.3513788263339215
imp456,user9,sess111,ad43,Apparel,2023-11-04 09:23:50,Desktop,Android,Chrome,Australia,page40,Twitter,0.37932783181452123,click456,Banner,0.30054425555737413
imp457,user98,sess8,ad9,Services,2023-05-31 04:06:25,Mobile,Windows,Safari,Spain,page21,Google,0.3801384414971029,click457,Header,1.0933927188144823
imp458,user54,sess178,ad17,Health,2023-10-20 23:47:25,Mobile,iOS,Firefox,USA,page6,LinkedIn,1.4291860810167396,click458,Footer,1.3358693327613702
imp459,user32,sess79,ad44,Education,2023-02-09 21:37:36,Mobile,Android,Safari,India,page91,Google,1.3533803268080495,click459,Popup,0.43704498123227636
imp460,user5,sess40,ad44,Apparel,2023-09-11 00:28:46,Tablet,Windows,Edge,France,page14,Twitter,1.1140763995998895,click460,Sidebar,1.2079358001419769
imp461,user27,sess37,ad23,Services,2023-06-19 17:43:58,Tablet,Android,Chrome,Germany,page58,Google,1.0154172209774124,click461,Header,0.5469352788666189
imp462,user50,sess113,ad35,Electronics,2023-01-31 18:47:30,Tablet,Linux,Chrome,China,page15,Twitter,0.6880555349567248,click462,Popup,0.9767263644714548
imp463,user42,sess81,ad23,Electronics,2023-06-01 16:28:12,Desktop,Windows,Opera,Germany,page99,LinkedIn,0.4527861746025735,click463,Header,0.640535529462363
imp464,user91,sess116,ad48,Apparel,2023-07-02 06:13:53,Desktop,macOS,Edge,India,page2,Direct,0.20900998231586107,click464,Header,1.457881597789878
imp465,user80,sess27,ad33,Entertainment,2023-03-29 21:40:57,Tablet,Windows,Firefox,France,page13,Facebook,0.11937716109777555,click465,Header,1.7514745408309744
imp466,user77,sess54,ad30,Apparel,2023-03-18 05:09:13,Tablet,Linux,Opera,France,page48,Facebook,0.6517435894457823,click466,Banner,0.28864737184274586
imp467,user76,sess142,ad40,Entertainment,2023-10-10 21:23:03,Mobile,macOS,Safari,USA,page91,Google,0.20492383854715007,click467,Footer,0.9267769363027286
imp468,user49,sess103,ad22,Health,2023-05-21 23:22:18,Tablet,Windows,Firefox,USA,page18,Google,0.26242296595166886,click468,Footer,1.8229164631495645
imp469,user96,sess48,ad50,Apparel,2023-02-05 08:13:42,Mobile,macOS,Firefox,USA,page31,Google,1.4491942945797758,click469,Header,1.9351998768384933
imp470,user70,sess98,ad31,Services,2023-07-26 08:11:25,Desktop,macOS,Chrome,Japan,page48,Direct,0.7110944625620675,click470,Popup,1.433536623406966
imp471,user27,sess74,ad34,Education,2023-04-26 01:18:00,Desktop,Android,Firefox,France,page51,Google,0.9898984261704801,click471,Header,0.18876893956370636
imp472,user91,sess13,ad40,Electronics,2023-09-28 20:12:20,Tablet,macOS,Safari,Japan,page3,LinkedIn,0.9847144835719791,click472,Popup,1.2648716110674147
imp473,user62,sess13,ad11,Services,2023-01-21 18:09:02,Tablet,iOS,Firefox,Japan,page39,Direct,0.050970955795304654,click473,Popup,0.7576738334185772
imp474,user47,sess8,ad30,Electronics,2023-12-30 02:16:15,Tablet,iOS,Edge,France,page55,Facebook,1.1297316878751889,click474,Sidebar,1.162193994433289
imp475,user61,sess161,ad34,Apparel,2023-03-08 16:40:43,Tablet,Linux,Edge,UK,page60,Direct,0.7770377836981016,click475,Popup,1.265787628000427
imp476,user93,sess103,ad33,Electronics,2023-09-02 00:41:15,Mobile,iOS,Chrome,UK,page18,LinkedIn,0.2890422788493114,click476,Header,0.06763094490676681
imp477,user24,sess14,ad13,Electronics,2023-10-07 06:58:30,Mobile,iOS,Firefox,India,page1,Direct,0.34466541364613074,click477,Sidebar,0.6512663100383971
imp478,user12,sess16,ad32,Education,2023-01-24 22:03:48,Mobile,Android,Chrome,India,page30,LinkedIn,1.284064134237066,click478,Header,0.8199173418286695
imp479,user78,sess61,ad23,Education,2023-03-02 02:39:47,Desktop,Android,Chrome,Spain,page77,LinkedIn,1.0862538619541822,click479,Popup,0.9036117231985201
imp480,user78,sess146,ad19,Health,2023-11-07 07:54:43,Mobile,iOS,Chrome,China,page22,Google,1.276195478580094,click480,Header,0.9765504550165309
imp481,user31,sess91,ad1,Services,2023-11-25 07:14:35,Tablet,macOS,Chrome,Australia,page43,Twitter,1.146239780575589,click481,Header,1.6484919279065147
imp482,user37,sess197,ad20,Education,2023-10-14 03:35:12,Tablet,macOS,Edge,USA,page18,Google,1.0818417453883178,click482,Banner,1.4761383083615767
imp483,user4,sess113,ad49,Education,2023-06-09 10:45:18,Tablet,Windows,Firefox,Japan,page18,LinkedIn,0.6410939010448429,click483,Sidebar,0.7133097246606744
imp484,user82,sess95,ad24,Electronics,2023-06-09 15:57:17,Desktop,Linux,Opera,China,page71,Facebook,0.6808596924860376,click484,Banner,1.4397542321000274
imp485,user30,sess138,ad19,Entertainment,2023-07-12 07:55:23,Mobile,macOS,Chrome,Australia,page94,LinkedIn,0.19292921830414128,click485,Sidebar,0.11807623154197311
imp486,user71,sess70,ad6,Entertainment,2023-08-15 12:59:24,Mobile,Android,Edge,India,page10,Direct,0.8680773556414839,click486,Banner,1.8801592587688591
imp487,user62,sess115,ad11,Apparel,2023-08-05 17:19:04,Mobile,Android,Opera,Australia,page94,Facebook,0.5590922566620252,click487,Sidebar,1.5337094921629508
imp488,user37,sess133,ad39,Services,2023-06-27 10:44:09,Tablet,Android,Firefox,Germany,page93,Twitter,1.4737474287035077,click488,Banner,1.9665265897737372
imp489,user54,sess163,ad43,Services,2023-10-06 10:12:10,Tablet,Android,Safari,China,page1,Direct,1.1459906523621397,click489,Banner,0.757951709625959
imp490,user52,sess158,ad1,Entertainment,2023-05-03 08:33:25,Desktop,Android,Opera,UK,page30,Facebook,0.17730961760249184,click490,Banner,1.5947094664741457
imp491,user68,sess102,ad12,Apparel,2023-06-02 18:29:50,Tablet,iOS,Opera,USA,page1,Direct,0.08459519784890468,click491,Sidebar,0.9139952238007282
imp492,user48,sess66,ad19,Electronics,2023-12-30 14:19:28,Tablet,iOS,Chrome,India,page37,Google,0.638237890120487,click492,Sidebar,0.7786974284422578
imp493,user39,sess33,ad30,Education,2023-02-15 23:12:22,Mobile,macOS,Firefox,Japan,page4,Twitter,0.4685956487650406,click493,Header,0.9914799067162756
imp494,user68,sess105,ad44,Health,2023-04-15 06:03:28,Mobile,Windows,Opera,UK,page84,Google,1.1088007645706537,click494,Banner,0.17239749681539634
imp495,user63,sess84,ad32,Electronics,2023-01-12 00:38:55,Tablet,Android,Firefox,UK,page31,Direct,1.4196591569756414,click495,Sidebar,0.8242887244905167
imp496,user45,sess74,ad40,Electronics,2023-10-13 18:02:56,Mobile,Linux,Chrome,Spain,page3,LinkedIn,0.9932393464870486,click496,Popup,0.3889211470963922
imp497,user9,sess177,ad1,Electronics,2023-06-09 17:50:07,Mobile,Android,Safari,Canada,page100,Google,0.1418969273261006,click497,Banner,1.9268375067976902
imp498,user81,sess61,ad42,Apparel,2023-03-18 14:25:51,Mobile,Linux,Edge,Spain,page21,Google,0.40584152863129597,click498,Popup,0.6172131835376694
imp499,user38,sess43,ad4,Health,2023-03-19 01:52:51,Tablet,Linux,Chrome,India,page2,Direct,0.4119893936402107,click499,Banner,1.1166609775206084
